id,Background,Hair,Skin,Eyes,Body,Accessory,Head,Hands,Glasses,total
1069,0.2907983106002908,0.4195804195804196,0.447427293064877,0.21694214876033058,1.5261627906976745,0.682,1.207850133809099,0,0,4.790761096512691
1855,4.713804713804714,0.4444444444444444,0.447427293064877,0.21694214876033058,0.7543103448275862,1.0825396825396827,0,0.743372216330859,0,8.402840843772495
797,0.2907983106002908,1.2987012987012987,0.8641975308641976,0.5362614913176711,1.600609756097561,0,0,4.354037267080746,0,8.944605654661764
3954,0.4294917680744452,0.4444444444444444,0.8641975308641976,0.21694214876033058,0.5009541984732825,0,0.387299771167048,0.6979754397610355,0.7484737484737485,4.289779050018532
2886,1.0816379088333763,0.38961038961038963,0.447427293064877,0.21694214876033058,0.5561440677966102,0,0,1.6041189931350115,0,4.295880801200595
3168,0.9090909090909091,0.4195804195804196,1.859229747675963,0.21694214876033058,0.7457386363636364,0,0,1.6041189931350115,0,5.75470085460627
2288,0.2907983106002908,0.38961038961038963,1.2184508268059182,1.1003405816085932,1.5261627906976745,0,0,0,0,4.525362899322866
909,3.2357473035439135,0.4444444444444444,0.4410838059231254,1.1003405816085932,1.3125,0,0,0.7199589181787059,0,7.254075053698783
2872,0.9090909090909091,0.4195804195804196,1.2184508268059182,0.21694214876033058,0.8003048780487805,0,0.6090868196131354,0.5347063310450039,0.575046904315197,5.283209237259695
135,0.4294917680744452,0.4444444444444444,0.8641975308641976,1.1003405816085932,0.7211538461538461,0,0,0,0,3.5596281711455267
307,1.0816379088333763,0.9036144578313253,1.2184508268059182,1.1003405816085932,0.7457386363636364,0,1.0963562753036435,0.743372216330859,0.6736263736263736,7.563137276703726
2618,0.2907983106002908,0.9345794392523364,0.4410838059231254,0.21694214876033058,1.4583333333333333,0,2.1594896331738433,0,0.943076923076923,6.444303594120182
763,0.9026434558349452,1.0204081632653061,1.2750455373406193,0.21694214876033058,0.8522727272727273,0,1.207850133809099,0,0,5.475162166283027
551,0.9026434558349452,0.4444444444444444,0.4410838059231254,0.5259203606311045,1.3392857142857142,0,0,0.5347063310450039,0.703788748564868,4.8918728607292055
3365,0.4294917680744452,2.586206896551724,0.4410838059231254,0.21694214876033058,1.5625,0,1.168248490077653,0,0,6.404473109387279
1432,0.9090909090909091,0.38961038961038963,1.2750455373406193,0.21694214876033058,0.5561440677966102,0,0.7055758207399687,0,0.7484737484737485,4.800882621812576
4140,0.2907983106002908,0.38961038961038963,0.447427293064877,0.21694214876033058,0.7056451612903226,0.682,2.6393762183235867,0,0.7484737484737485,6.120273270123546
1600,0.9026434558349452,0.4444444444444444,0.4410838059231254,0.5259203606311045,0.9114583333333334,0,0.4510326449033977,0,9.430769230769231,13.107352275839581
3157,0.9090909090909091,0.4444444444444444,2.4054982817869415,1.9283746556473829,1.3125,0,0,0.7199589181787059,0,7.719867209148384
2085,0.9090909090909091,3.8461538461538463,0.447427293064877,0.5362614913176711,0.5514705882352942,0,2.0360902255639095,0,0.5016366612111293,8.828131014637636
1264,0.9090909090909091,2.586206896551724,0.447427293064877,0.21694214876033058,1.7736486486486487,0.682,0,0.8708074534161491,0.32297154899894626,7.809094898531586
61,0.9090909090909091,1.2987012987012987,0.447427293064877,0.21694214876033058,0.7543103448275862,0,1.113486842105263,0,0,4.739958836550265
3533,0.4294917680744452,0.4195804195804196,0.447427293064877,1.1003405816085932,0.7720588235294118,0,0,1.3062111801242235,0,4.47511006598197
3701,0.2907983106002908,1.2987012987012987,0.4410838059231254,0.21694214876033058,0.5009541984732825,0,0.6090868196131354,0.7950850661625709,0,4.152651648234034
1056,0.2907983106002908,3.8461538461538463,0.4410838059231254,0.5362614913176711,0.5561440677966102,0,0.7055758207399687,0,0,6.376017342531512
1290,4.713804713804714,1.2987012987012987,0.447427293064877,0.5259203606311045,0.8306962025316456,0,0.6090868196131354,0.8708074534161491,0,9.296444141762922
95,1.8010291595197256,0.4444444444444444,0.8641975308641976,0.5362614913176711,0.8306962025316456,1.0825396825396827,0.7501385041551246,0,0,6.309307015372491
2415,0.9026434558349452,0.4444444444444444,1.2184508268059182,0.5259203606311045,0.48253676470588236,0,0.387299771167048,0,0.26945054945054947,4.230746173039892
2627,0.4294917680744452,0.9345794392523364,1.859229747675963,0.21694214876033058,1.5261627906976745,0,0.6090868196131354,0.7143342391304348,0,6.28982695320432
3391,0.2907983106002908,0.9036144578313253,0.447427293064877,0.5259203606311045,2.1169354838709675,0,0.9762076423936553,0.7199589181787059,0,5.980862466570926
2243,0.2907983106002908,2.586206896551724,0.447427293064877,0.21694214876033058,0.8306962025316456,0,0,0,0,4.372070851508869
338,0.9090909090909091,0.9345794392523364,0.447427293064877,1.1003405816085932,1.3392857142857142,0,2.095975232198142,0,0,6.826699169500571
936,0.2907983106002908,0.9036144578313253,0.447427293064877,0.5362614913176711,1.3671875,4.2625,0,0.7199589181787059,0,8.52774797099287
